"Stknmec","Stkcd","Accper","AnaAttention","ReportAttention"
"九芝堂","000989","2014-12-31","",""
"九芝堂","000989","2015-12-31","",""
"九芝堂","000989","2016-12-31","",""
"九芝堂","000989","2017-12-31","",""
"九芝堂","000989","2018-12-31","1","2"
"九芝堂","000989","2019-12-31","2","2"
"九芝堂","000989","2020-12-31","1","1"
"九芝堂","000989","2021-12-31","1","2"
"诚志股份","000990","2001-12-31","",""
"诚志股份","000990","2002-12-31","",""
"诚志股份","000990","2003-12-31","1","1"
"诚志股份","000990","2004-12-31","",""
"诚志股份","000990","2005-12-31","",""
"诚志股份","000990","2006-12-31","",""
"诚志股份","000990","2007-12-31","2","3"
"诚志股份","000990","2008-12-31","6","11"
"诚志股份","000990","2009-12-31","4","7"
"诚志股份","000990","2010-12-31","1","1"
"诚志股份","000990","2011-12-31","",""
"诚志股份","000990","2012-12-31","",""
"诚志股份","000990","2013-12-31","",""
"诚志股份","000990","2014-12-31","",""
"诚志股份","000990","2015-12-31","3","5"
"诚志股份","000990","2016-12-31","5","5"
"诚志股份","000990","2017-12-31","1","1"
"诚志股份","000990","2018-12-31","4","5"
"诚志股份","000990","2019-12-31","2","2"
"诚志股份","000990","2020-12-31","1","2"
"诚志股份","000990","2021-12-31","1","2"
"闽东电力","000993","2001-12-31","",""
"闽东电力","000993","2002-12-31","",""
"闽东电力","000993","2003-12-31","",""
"闽东电力","000993","2004-12-31","",""
"*ST 闽电","000993","2005-12-31","1","1"
"闽东电力","000993","2006-12-31","",""
"闽东电力","000993","2007-12-31","",""
"闽东电力","000993","2008-12-31","2","2"
"闽东电力","000993","2009-12-31","2","3"
"闽东电力","000993","2010-12-31","4","5"
"闽东电力","000993","2011-12-31","2","5"
"闽东电力","000993","2012-12-31","1","4"
"闽东电力","000993","2013-12-31","2","10"
"闽东电力","000993","2014-12-31","2","5"
"闽东电力","000993","2015-12-31","2","2"
"闽东电力","000993","2016-12-31","1","5"
"闽东电力","000993","2017-12-31","1","2"
"闽东电力","000993","2018-12-31","1","1"
"闽东电力","000993","2019-12-31","",""
"闽东电力","000993","2020-12-31","",""
"闽东电力","000993","2021-12-31","",""
"捷利股份","000996","2001-12-31","",""
"捷利股份","000996","2002-12-31","1","1"
"捷利股份","000996","2003-12-31","",""
"捷利股份","000996","2004-12-31","",""
"捷利股份","000996","2005-12-31","",""
"捷利股份","000996","2006-12-31","",""
"捷利股份","000996","2007-12-31","",""
"中国中期","000996","2008-12-31","1","1"
"中国中期","000996","2009-12-31","4","4"
"中国中期","000996","2010-12-31","3","5"
"中国中期","000996","2011-12-31","1","2"
"中国中期","000996","2012-12-31","",""
"中国中期","000996","2013-12-31","",""
"中国中期","000996","2014-12-31","1","1"
"中国中期","000996","2015-12-31","",""
"中国中期","000996","2016-12-31","",""
"中国中期","000996","2017-12-31","",""
"中国中期","000996","2018-12-31","",""
"中国中期","000996","2019-12-31","",""
"中国中期","000996","2020-12-31","",""
"中国中期","000996","2021-12-31","",""
"新大陆","000997","2001-12-31","",""
"新大陆","000997","2002-12-31","",""
"新大陆","000997","2003-12-31","",""
"新大陆","000997","2004-12-31","",""
"G 新大陆","000997","2005-12-31","9","13"
"新大陆","000997","2006-12-31","6","10"
"新大陆","000997","2007-12-31","3","7"
"新大陆","000997","2008-12-31","7","10"
"新大陆","000997","2009-12-31","4","7"
"新大陆","000997","2010-12-31","2","5"
"新大陆","000997","2011-12-31","1","1"
"新大陆","000997","2012-12-31","",""
"新大陆","000997","2013-12-31","5","8"
"新大陆","000997","2014-12-31","13","33"
"新大陆","000997","2015-12-31","18","46"
"新大陆","000997","2016-12-31","25","43"
"新大陆","000997","2017-12-31","41","97"
"新大陆","000997","2018-12-31","16","31"
"新大陆","000997","2019-12-31","13","24"
"新大陆","000997","2020-12-31","7","16"
"新大陆","000997","2021-12-31","5","7"
"隆平高科","000998","2001-12-31","",""
"隆平高科","000998","2002-12-31","",""
"隆平高科","000998","2003-12-31","",""
"隆平高科","000998","2004-12-31","",""
"隆平高科","000998","2005-12-31","",""
"隆平高科","000998","2006-12-31","2","2"
"隆平高科","000998","2007-12-31","1","2"
"隆平高科","000998","2008-12-31","5","5"
"隆平高科","000998","2009-12-31","4","7"
"隆平高科","000998","2010-12-31","13","21"
"隆平高科","000998","2011-12-31","25","45"
"隆平高科","000998","2012-12-31","31","52"
"隆平高科","000998","2013-12-31","23","59"
"隆平高科","000998","2014-12-31","21","54"
"隆平高科","000998","2015-12-31","17","53"
"隆平高科","000998","2016-12-31","23","61"
"隆平高科","000998","2017-12-31","29","93"
"隆平高科","000998","2018-12-31","27","54"
"隆平高科","000998","2019-12-31","5","7"
"隆平高科","000998","2020-12-31","13","20"
"隆平高科","000998","2021-12-31","18","33"
"三九医药","000999","2001-12-31","",""
"三九医药","000999","2002-12-31","",""
"三九医药","000999","2003-12-31","1","1"
"三九医药","000999","2004-12-31","",""
"三九医药","000999","2005-12-31","2","2"
"S 三九","000999","2006-12-31","2","2"
"S 三九","000999","2007-12-31","5","7"
"三九医药","000999","2008-12-31","19","42"
"三九医药","000999","2009-12-31","24","48"
"华润三九","000999","2010-12-31","29","51"
"华润三九","000999","2011-12-31","32","51"
"华润三九","000999","2012-12-31","36","76"
"华润三九","000999","2013-12-31","27","68"
"华润三九","000999","2014-12-31","19","35"
"华润三九","000999","2015-12-31","15","25"
"华润三九","000999","2016-12-31","14","26"
"华润三九","000999","2017-12-31","20","44"
"华润三九","000999","2018-12-31","12","25"
"华润三九","000999","2019-12-31","10","20"
"华润三九","000999","2020-12-31","5","10"
"华润三九","000999","2021-12-31","4","9"
"东瑞股份","001201","2021-12-31","1","1"
"炬申股份","001202","2021-12-31","",""
"大中矿业","001203","2021-12-31","",""
"盛航股份","001205","2021-12-31","2","2"
"依依股份","001206","2021-12-31","8","11"
"联科科技","001207","2021-12-31","",""
"华菱线缆","001208","2021-12-31","",""
"洪兴股份","001209","2021-12-31","",""
"金房节能","001210","2021-12-31","",""
"双枪科技","001211","2021-12-31","",""
"中旗新材","001212","2021-12-31","",""
"中铁特货","001213","2021-12-31","",""
"千味央厨","001215","2021-12-31","19","35"
"华瓷股份","001216","2021-12-31","",""
"华尔泰","001217","2021-12-31","",""
"丽臣实业","001218","2021-12-31","",""
"青岛食品","001219","2021-12-31","1","1"
"汇绿生态","001267","2021-12-31","",""
"运机集团","001288","2021-12-31","",""
"长江材料","001296","2021-12-31","",""
"三羊马","001317","2021-12-31","",""
"ST 联益","001696","2001-12-31","",""
"ST 联益","001696","2002-12-31","",""
"ST 宗动","001696","2003-12-31","",""
"宗申动力","001696","2004-12-31","1","1"
"宗申动力","001696","2005-12-31","3","3"
"宗申动力","001696","2006-12-31","6","7"
"宗申动力","001696","2007-12-31","2","6"
"宗申动力","001696","2008-12-31","4","6"
"宗申动力","001696","2009-12-31","14","26"
"宗申动力","001696","2010-12-31","14","20"
"宗申动力","001696","2011-12-31","5","8"
"宗申动力","001696","2012-12-31","",""
"宗申动力","001696","2013-12-31","",""
"宗申动力","001696","2014-12-31","9","13"
"宗申动力","001696","2015-12-31","7","9"
"宗申动力","001696","2016-12-31","7","8"
"宗申动力","001696","2017-12-31","2","2"
"宗申动力","001696","2018-12-31","",""
"宗申动力","001696","2019-12-31","1","2"
"宗申动力","001696","2020-12-31","2","5"
"宗申动力","001696","2021-12-31","",""
"招商港口","001872","2018-12-31","",""
"招商港口","001872","2019-12-31","1","1"
"招商港口","001872","2020-12-31","3","5"
"招商港口","001872","2021-12-31","",""
"豫能控股","001896","2001-12-31","",""
"豫能控股","001896","2002-12-31","",""
"豫能控股","001896","2003-12-31","",""
"豫能控股","001896","2004-12-31","",""
"豫能控股","001896","2005-12-31","",""
"豫能控股","001896","2006-12-31","",""
"豫能控股","001896","2007-12-31","",""
"豫能控股","001896","2008-12-31","",""
"豫能控股","001896","2009-12-31","2","3"
"*ST 豫能","001896","2010-12-31","","1"
"豫能控股","001896","2011-12-31","",""
"豫能控股","001896","2012-12-31","",""
"豫能控股","001896","2013-12-31","2","4"
"豫能控股","001896","2014-12-31","1","1"
"豫能控股","001896","2015-12-31","",""
"豫能控股","001896","2016-12-31","",""
"豫能控股","001896","2017-12-31","",""
"豫能控股","001896","2018-12-31","",""
"豫能控股","001896","2019-12-31","",""
"豫能控股","001896","2020-12-31","",""
"豫能控股","001896","2021-12-31","",""
"招商积余","001914","2019-12-31","2","2"
"招商积余","001914","2020-12-31","31","80"
"招商积余","001914","2021-12-31","23","48"
"招商公路","001965","2017-12-31","",""
"招商公路","001965","2018-12-31","1","2"
"招商公路","001965","2019-12-31","12","25"
"招商公路","001965","2020-12-31","6","12"
"招商公路","001965","2021-12-31","9","22"
"招商蛇口","001979","2015-12-31","1","1"
"招商蛇口","001979","2016-12-31","31","114"
"招商蛇口","001979","2017-12-31","39","105"
"招商蛇口","001979","2018-12-31","43","165"
"招商蛇口","001979","2019-12-31","37","113"
"招商蛇口","001979","2020-12-31","25","79"
"招商蛇口","001979","2021-12-31","24","59"
"新和成","002001","2004-12-31","8","8"
"新和成","002001","2005-12-31","4","5"
"新和成","002001","2006-12-31","4","6"
"新和成","002001","2007-12-31","3","4"
"新和成","002001","2008-12-31","16","27"
"新和成","002001","2009-12-31","18","33"
"新和成","002001","2010-12-31","20","24"
"新和成","002001","2011-12-31","10","21"
"新和成","002001","2012-12-31","9","12"
"新和成","002001","2013-12-31","6","10"
"新和成","002001","2014-12-31","5","10"
"新和成","002001","2015-12-31","",""
"新和成","002001","2016-12-31","14","24"
"新和成","002001","2017-12-31","14","30"
"新和成","002001","2018-12-31","11","30"
"新和成","002001","2019-12-31","28","55"
"新和成","002001","2020-12-31","39","88"
"新和成","002001","2021-12-31","38","64"
"江苏琼花","002002","2004-12-31","2","2"
"江苏琼花","002002","2005-12-31","",""
"江苏琼花","002002","2006-12-31","",""
"江苏琼花","002002","2007-12-31","",""
"ST 琼花","002002","2008-12-31","",""
"*ST 琼花","002002","2009-12-31","2","3"
"ST 琼花","002002","2010-12-31","",""
"ST 琼花","002002","2011-12-31","",""
"ST 金材","002002","2012-12-31","",""
"鸿达兴业","002002","2013-12-31","1","1"
"鸿达兴业","002002","2014-12-31","2","5"
"鸿达兴业","002002","2015-12-31","17","35"
"鸿达兴业","002002","2016-12-31","16","25"
"鸿达兴业","002002","2017-12-31","23","45"
"鸿达兴业","002002","2018-12-31","7","17"
"鸿达兴业","002002","2019-12-31","2","2"
"鸿达兴业","002002","2020-12-31","",""
"鸿达兴业","002002","2021-12-31","1","1"
"伟星股份","002003","2004-12-31","4","4"
"伟星股份","002003","2005-12-31","3","5"
"伟星股份","002003","2006-12-31","8","13"
"伟星股份","002003","2007-12-31","11","16"
"伟星股份","002003","2008-12-31","16","46"
"伟星股份","002003","2009-12-31","20","45"
"伟星股份","002003","2010-12-31","21","42"
"伟星股份","002003","2011-12-31","12","27"
"伟星股份","002003","2012-12-31","11","22"
"伟星股份","002003","2013-12-31","16","28"
"伟星股份","002003","2014-12-31","9","19"
"伟星股份","002003","2015-12-31","6","13"
"伟星股份","002003","2016-12-31","8","16"
"伟星股份","002003","2017-12-31","8","17"
"伟星股份","002003","2018-12-31","5","11"
"伟星股份","002003","2019-12-31","7","15"
"伟星股份","002003","2020-12-31","7","9"
"伟星股份","002003","2021-12-31","8","23"
"华邦制药","002004","2004-12-31","6","6"
"华邦制药","002004","2005-12-31","6","12"
"华邦制药","002004","2006-12-31","8","13"
"华邦制药","002004","2007-12-31","1","1"
"华邦制药","002004","2008-12-31","3","3"
"华邦制药","002004","2009-12-31","8","13"
"华邦制药","002004","2010-12-31","3","10"
"华邦制药","002004","2011-12-31","7","9"
"华邦制药","002004","2012-12-31","12","24"
"华邦颖泰","002004","2013-12-31","7","14"
"华邦颖泰","002004","2014-12-31","10","25"
"华邦健康","002004","2015-12-31","9","25"
"华邦健康","002004","2016-12-31","5","6"
"华邦健康","002004","2017-12-31","",""
"华邦健康","002004","2018-12-31","",""
"华邦健康","002004","2019-12-31","1","1"
"华邦健康","002004","2020-12-31","",""
"华邦健康","002004","2021-12-31","",""
"精工科技","002006","2004-12-31","2","2"
"精工科技","002006","2005-12-31","2","2"
"精工科技","002006","2006-12-31","",""
"精工科技","002006","2007-12-31","",""
"精工科技","002006","2008-12-31","4","4"
"精功科技","002006","2009-12-31","5","14"
"精功科技","002006","2010-12-31","8","14"
"精功科技","002006","2011-12-31","23","40"
"精功科技","002006","2012-12-31","10","21"
"精功科技","002006","2013-12-31","3","7"
"*ST 精功","002006","2014-12-31","6","10"
"精功科技","002006","2015-12-31","2","5"
"精功科技","002006","2016-12-31","12","20"
"精功科技","002006","2017-12-31","1","2"
"精功科技","002006","2018-12-31","",""
"精功科技","002006","2019-12-31","",""
"精功科技","002006","2020-12-31","",""
"精功科技","002006","2021-12-31","",""
"华兰生物","002007","2004-12-31","1","1"
"华兰生物","002007","2005-12-31","5","5"
"华兰生物","002007","2006-12-31","8","13"
"华兰生物","002007","2007-12-31","6","8"
"华兰生物","002007","2008-12-31","14","24"
"华兰生物","002007","2009-12-31","17","48"
"华兰生物","002007","2010-12-31","29","65"
"华兰生物","002007","2011-12-31","24","59"
"华兰生物","002007","2012-12-31","24","64"
"华兰生物","002007","2013-12-31","34","68"
"华兰生物","002007","2014-12-31","19","46"
"华兰生物","002007","2015-12-31","19","47"
"华兰生物","002007","2016-12-31","37","102"
"华兰生物","002007","2017-12-31","48","102"
"华兰生物","002007","2018-12-31","39","95"
"华兰生物","002007","2019-12-31","45","108"
"华兰生物","002007","2020-12-31","52","117"
"华兰生物","002007","2021-12-31","30","63"
"大族激光","002008","2004-12-31","1","1"
"大族激光","002008","2005-12-31","4","5"
"大族激光","002008","2006-12-31","5","7"
"大族激光","002008","2007-12-31","7","9"
"大族激光","002008","2008-12-31","21","31"
"大族激光","002008","2009-12-31","15","33"
"大族激光","002008","2010-12-31","18","29"
"大族激光","002008","2011-12-31","7","8"
"大族激光","002008","2012-12-31","7","11"
"大族激光","002008","2013-12-31","7","21"
"大族激光","002008","2014-12-31","15","29"
"大族激光","002008","2015-12-31","10","23"
"大族激光","002008","2016-12-31","19","55"
"大族激光","002008","2017-12-31","30","71"
"大族激光","002008","2018-12-31","45","94"
"大族激光","002008","2019-12-31","23","45"
"大族激光","002008","2020-12-31","24","57"
"大族激光","002008","2021-12-31","23","47"
"天奇股份","002009","2004-12-31","3","3"
"天奇股份","002009","2005-12-31","",""
"天奇股份","002009","2006-12-31","3","4"
"天奇股份","002009","2007-12-31","3","4"
"天奇股份","002009","2008-12-31","6","11"
"天奇股份","002009","2009-12-31","6","9"
"天奇股份","002009","2010-12-31","9","12"
"天奇股份","002009","2011-12-31","4","5"
"天奇股份","002009","2012-12-31","3","5"
"天奇股份","002009","2013-12-31","10","17"
"天奇股份","002009","2014-12-31","6","15"
"天奇股份","002009","2015-12-31","12","27"
"天奇股份","002009","2016-12-31","14","20"
"天奇股份","002009","2017-12-31","11","19"
"天奇股份","002009","2018-12-31","7","9"
"天奇股份","002009","2019-12-31","3","7"
"天奇股份","002009","2020-12-31","1","1"
"天奇股份","002009","2021-12-31","2","5"
"传化股份","002010","2004-12-31","4","6"
"传化股份","002010","2005-12-31","4","8"
"传化股份","002010","2006-12-31","4","6"
"传化股份","002010","2007-12-31","1","2"
"传化股份","002010","2008-12-31","3","3"
"传化股份","002010","2009-12-31","8","22"
"传化股份","002010","2010-12-31","14","21"
"传化股份","002010","2011-12-31","6","7"
"传化股份","002010","2012-12-31","7","10"
"传化股份","002010","2013-12-31","2","3"
"传化股份","002010","2014-12-31","4","7"
"传化股份","002010","2015-12-31","9","16"
"传化智联","002010","2016-12-31","14","40"
"传化智联","002010","2017-12-31","9","25"
"传化智联","002010","2018-12-31","10","17"
"传化智联","002010","2019-12-31","9","16"
"传化智联","002010","2020-12-31","8","13"
"传化智联","002010","2021-12-31","7","16"
"盾安环境","002011","2004-12-31","2","2"
"盾安环境","002011","2005-12-31","1","1"
"盾安环境","002011","2006-12-31","1","1"
"盾安环境","002011","2007-12-31","",""
"盾安环境","002011","2008-12-31","5","6"
"盾安环境","002011","2009-12-31","9","18"
"盾安环境","002011","2010-12-31","16","37"
"盾安环境","002011","2011-12-31","33","71"
"盾安环境","002011","2012-12-31","16","44"
"盾安环境","002011","2013-12-31","10","32"
"盾安环境","002011","2014-12-31","2","5"
"盾安环境","002011","2015-12-31","7","24"
"盾安环境","002011","2016-12-31","9","19"
"盾安环境","002011","2017-12-31","5","6"
"盾安环境","002011","2018-12-31","1","1"
"盾安环境","002011","2019-12-31","",""
"盾安环境","002011","2020-12-31","",""
"盾安环境","002011","2021-12-31","2","4"
"凯恩股份","002012","2004-12-31","4","4"
"凯恩股份","002012","2005-12-31","3","3"
"凯恩股份","002012","2006-12-31","2","5"
"凯恩股份","002012","2007-12-31","",""
"凯恩股份","002012","2008-12-31","",""
"凯恩股份","002012","2009-12-31","4","9"
"凯恩股份","002012","2010-12-31","2","8"
"凯恩股份","002012","2011-12-31","4","4"
"凯恩股份","002012","2012-12-31","4","7"
"凯恩股份","002012","2013-12-31","1","2"
"凯恩股份","002012","2014-12-31","",""
"凯恩股份","002012","2015-12-31","",""
"凯恩股份","002012","2016-12-31","",""
"凯恩股份","002012","2017-12-31","",""
"凯恩股份","002012","2018-12-31","1","1"
"凯恩股份","002012","2019-12-31","",""
"凯恩股份","002012","2020-12-31","",""
"凯恩股份","002012","2021-12-31","",""
"中航精机","002013","2004-12-31","1","1"
"中航精机","002013","2005-12-31","1","1"
"中航精机","002013","2006-12-31","1","1"
"中航精机","002013","2007-12-31","1","1"
"中航精机","002013","2008-12-31","4","6"
"中航精机","002013","2009-12-31","2","2"
"中航精机","002013","2010-12-31","9","14"
"中航精机","002013","2011-12-31","4","5"
"中航精机","002013","2012-12-31","7","10"
"中航精机","002013","2013-12-31","9","14"
"中航机电","002013","2014-12-31","10","13"
"中航机电","002013","2015-12-31","11","29"
"中航机电","002013","2016-12-31","14","34"
"中航机电","002013","2017-12-31","29","55"
"中航机电","002013","2018-12-31","33","97"
"中航机电","002013","2019-12-31","38","76"
"中航机电","002013","2020-12-31","30","55"
"中航机电","002013","2021-12-31","15","37"
"永新股份","002014","2004-12-31","3","4"
"永新股份","002014","2005-12-31","3","3"
"永新股份","002014","2006-12-31","",""
"永新股份","002014","2007-12-31","2","2"
"永新股份","002014","2008-12-31","2","6"
"永新股份","002014","2009-12-31","8","20"
"永新股份","002014","2010-12-31","8","16"
"永新股份","002014","2011-12-31","14","31"
"永新股份","002014","2012-12-31","24","58"
"永新股份","002014","2013-12-31","15","30"
"永新股份","002014","2014-12-31","8","9"
"永新股份","002014","2015-12-31","7","16"
"永新股份","002014","2016-12-31","4","7"
"永新股份","002014","2017-12-31","1","1"
"永新股份","002014","2018-12-31","3","4"
"永新股份","002014","2019-12-31","8","14"
"永新股份","002014","2020-12-31","4","9"
"永新股份","002014","2021-12-31","1","2"
"霞客环保","002015","2004-12-31","1","1"
"霞客环保","002015","2005-12-31","2","2"
"霞客环保","002015","2006-12-31","1","1"
"霞客环保","002015","2007-12-31","",""
"霞客环保","002015","2008-12-31","",""
"霞客环保","002015","2009-12-31","1","3"
"霞客环保","002015","2010-12-31","3","3"
"霞客环保","002015","2011-12-31","1","2"
"霞客环保","002015","2012-12-31","1","1"
"霞客环保","002015","2013-12-31","",""
"*ST 霞客","002015","2014-12-31","",""
"*ST 霞客","002015","2015-12-31","",""
"霞客环保","002015","2016-12-31","2","2"
"霞客环保","002015","2017-12-31","",""
"霞客环保","002015","2018-12-31","",""
"协鑫能科","002015","2019-12-31","3","3"
"协鑫能科","002015","2020-12-31","5","12"
"协鑫能科","002015","2021-12-31","11","22"
"威尔科技","002016","2004-12-31","2","2"
"威尔科技","002016","2005-12-31","3","3"
"威尔科技","002016","2006-12-31","",""
"威尔科技","002016","2007-12-31","1","2"
"世荣兆业","002016","2008-12-31","1","1"
"世荣兆业","002016","2009-12-31","2","2"
"世荣兆业","002016","2010-12-31","1","1"
"世荣兆业","002016","2011-12-31","2","3"
"世荣兆业","002016","2012-12-31","1","2"
"世荣兆业","002016","2013-12-31","2","2"
"世荣兆业","002016","2014-12-31","4","4"
"世荣兆业","002016","2015-12-31","4","6"
"世荣兆业","002016","2016-12-31","4","7"
"世荣兆业","002016","2017-12-31","1","1"
"世荣兆业","002016","2018-12-31","1","2"
"世荣兆业","002016","2019-12-31","",""
"世荣兆业","002016","2020-12-31","",""
"世荣兆业","002016","2021-12-31","",""
"东信和平","002017","2004-12-31","",""
"东信和平","002017","2005-12-31","1","1"
"东信和平","002017","2006-12-31","1","1"
"东信和平","002017","2007-12-31","3","3"
"东信和平","002017","2008-12-31","9","10"
"东信和平","002017","2009-12-31","11","16"
"东信和平","002017","2010-12-31","10","15"
"东信和平","002017","2011-12-31","5","5"
"东信和平","002017","2012-12-31","9","10"
"东信和平","002017","2013-12-31","3","6"
"东信和平","002017","2014-12-31","6","23"
"东信和平","002017","2015-12-31","",""
"东信和平","002017","2016-12-31","4","6"
"东信和平","002017","2017-12-31","1","1"
"东信和平","002017","2018-12-31","",""
"东信和平","002017","2019-12-31","",""
"东信和平","002017","2020-12-31","",""
"东信和平","002017","2021-12-31","",""
"华星化工","002018","2004-12-31","",""
"华星化工","002018","2005-12-31","4","4"
"华星化工","002018","2006-12-31","3","6"
"华星化工","002018","2007-12-31","3","4"
"华星化工","002018","2008-12-31","19","34"
"华星化工","002018","2009-12-31","10","13"
"华星化工","002018","2010-12-31","6","9"
"华星化工","002018","2011-12-31","",""
"华星化工","002018","2012-12-31","",""
"华星化工","002018","2013-12-31","2","3"
"华信国际","002018","2014-12-31","",""
"华信国际","002018","2015-12-31","",""
"华信国际","002018","2016-12-31","",""
"华信国际","002018","2017-12-31","1","2"
"*ST 华信","002018","2018-12-31","",""
"华信退","002018","2019-12-31","",""
"鑫富股份","002019","2004-12-31","1","1"
"鑫富药业","002019","2005-12-31","1","2"
"鑫富药业","002019","2006-12-31","1","1"
"鑫富药业","002019","2007-12-31","",""
"鑫富药业","002019","2008-12-31","2","2"
"鑫富药业","002019","2009-12-31","3","7"
"鑫富药业","002019","2010-12-31","11","12"
"鑫富药业","002019","2011-12-31","3","9"
"*ST 鑫富","002019","2012-12-31","2","2"
"鑫富药业","002019","2013-12-31","1","1"
"亿帆鑫富","002019","2014-12-31","3","9"
"亿帆鑫富","002019","2015-12-31","7","17"
"亿帆医药","002019","2016-12-31","10","18"
"亿帆医药","002019","2017-12-31","20","50"
"亿帆医药","002019","2018-12-31","14","41"
"亿帆医药","002019","2019-12-31","12","19"
"亿帆医药","002019","2020-12-31","13","24"
"亿帆医药","002019","2021-12-31","8","12"
"京新药业","002020","2004-12-31","2","3"
"京新药业","002020","2005-12-31","2","2"
"京新药业","002020","2006-12-31","2","2"
"京新药业","002020","2007-12-31","",""
"京新药业","002020","2008-12-31","2","2"
"京新药业","002020","2009-12-31","","2"
"京新药业","002020","2010-12-31","3","5"
"京新药业","002020","2011-12-31","5","10"
"京新药业","002020","2012-12-31","1","1"
"京新药业","002020","2013-12-31","7","22"
"京新药业","002020","2014-12-31","9","26"
"京新药业","002020","2015-12-31","8","22"
"京新药业","002020","2016-12-31","11","25"
"京新药业","002020","2017-12-31","19","48"
"京新药业","002020","2018-12-31","25","65"
"京新药业","002020","2019-12-31","16","26"
"京新药业","002020","2020-12-31","7","13"
"京新药业","002020","2021-12-31","3","5"
"海特高新","002023","2004-12-31","3","3"
"海特高新","002023","2005-12-31","4","9"
"海特高新","002023","2006-12-31","5","5"
"海特高新","002023","2007-12-31","",""
"海特高新","002023","2008-12-31","2","4"
"海特高新","002023","2009-12-31","5","7"
"海特高新","002023","2010-12-31","5","6"
"海特高新","002023","2011-12-31","4","7"
"海特高新","002023","2012-12-31","9","11"
"海特高新","002023","2013-12-31","13","19"
"海特高新","002023","2014-12-31","16","30"
"海特高新","002023","2015-12-31","11","27"
"海特高新","002023","2016-12-31","14","24"
"海特高新","002023","2017-12-31","8","11"
"海特高新","002023","2018-12-31","6","14"
"海特高新","002023","2019-12-31","5","8"
"海特高新","002023","2020-12-31","7","16"
"海特高新","002023","2021-12-31","2","3"
"航天电器","002025","2004-12-31","1","1"
"航天电器","002025","2005-12-31","5","11"
"航天电器","002025","2006-12-31","9","15"
"航天电器","002025","2007-12-31","4","5"
"航天电器","002025","2008-12-31","8","12"
"航天电器","002025","2009-12-31","9","24"
"航天电器","002025","2010-12-31","4","5"
"航天电器","002025","2011-12-31","7","9"
"航天电器","002025","2012-12-31","8","12"
"航天电器","002025","2013-12-31","5","8"
"航天电器","002025","2014-12-31","6","6"
"航天电器","002025","2015-12-31","2","6"
"航天电器","002025","2016-12-31","10","15"
"航天电器","002025","2017-12-31","16","23"
"航天电器","002025","2018-12-31","26","64"
"航天电器","002025","2019-12-31","38","87"
"航天电器","002025","2020-12-31","30","60"
"航天电器","002025","2021-12-31","24","51"
"山东威达","002026","2004-12-31","2","2"
"山东威达","002026","2005-12-31","1","1"
"山东威达","002026","2006-12-31","",""
"山东威达","002026","2007-12-31","",""
"山东威达","002026","2008-12-31","1","1"
"山东威达","002026","2009-12-31","2","6"
"山东威达","002026","2010-12-31","2","3"
"山东威达","002026","2011-12-31","1","1"
"山东威达","002026","2012-12-31","1","1"
"山东威达","002026","2013-12-31","",""
"山东威达","002026","2014-12-31","4","5"
"山东威达","002026","2015-12-31","4","5"
"山东威达","002026","2016-12-31","20","34"
"山东威达","002026","2017-12-31","7","8"
"山东威达","002026","2018-12-31","",""
"山东威达","002026","2019-12-31","",""
"山东威达","002026","2020-12-31","1","6"
"山东威达","002026","2021-12-31","5","16"
"七喜股份","002027","2004-12-31","5","5"
"七喜控股","002027","2005-12-31","3","4"
"七喜控股","002027","2006-12-31","1","6"
"七喜控股","002027","2007-12-31","1","1"
"七喜控股","002027","2008-12-31","3","5"
"七喜控股","002027","2009-12-31","","2"
"七喜控股","002027","2010-12-31","",""
"七喜控股","002027","2011-12-31","",""
"七喜控股","002027","2012-12-31","",""
"七喜控股","002027","2013-12-31","",""
"七喜控股","002027","2014-12-31","",""
"七喜控股","002027","2015-12-31","2","2"
"分众传媒","002027","2016-12-31","11","31"
"分众传媒","002027","2017-12-31","39","83"
"分众传媒","002027","2018-12-31","54","161"
"分众传媒","002027","2019-12-31","41","103"
"分众传媒","002027","2020-12-31","34","82"
"分众传媒","002027","2021-12-31","38","74"
"思源电气","002028","2004-12-31","2","3"
"思源电气","002028","2005-12-31","5","6"
"思源电气","002028","2006-12-31","7","10"
"思源电气","002028","2007-12-31","10","15"
"思源电气","002028","2008-12-31","20","48"
"思源电气","002028","2009-12-31","30","53"
"思源电气","002028","2010-12-31","28","36"
"思源电气","002028","2011-12-31","12","14"
"思源电气","002028","2012-12-31","23","55"
"思源电气","002028","2013-12-31","24","59"
"思源电气","002028","2014-12-31","17","33"
"思源电气","002028","2015-12-31","12","16"
"思源电气","002028","2016-12-31","3","8"
"思源电气","002028","2017-12-31","9","15"
"思源电气","002028","2018-12-31","3","10"
"思源电气","002028","2019-12-31","4","6"
"思源电气","002028","2020-12-31","8","29"
"思源电气","002028","2021-12-31","10","19"
"七匹狼","002029","2004-12-31","",""
"七匹狼","002029","2005-12-31","3","3"
"七匹狼","002029","2006-12-31","6","12"
"七匹狼","002029","2007-12-31","14","20"
"七匹狼","002029","2008-12-31","23","61"
"七匹狼","002029","2009-12-31","27","71"
"七匹狼","002029","2010-12-31","28","61"
"七匹狼","002029","2011-12-31","32","75"
"七匹狼","002029","2012-12-31","37","77"
"七匹狼","002029","2013-12-31","36","68"
"七匹狼","002029","2014-12-31","25","53"
"七匹狼","002029","2015-12-31","18","29"
"七匹狼","002029","2016-12-31","13","25"
